発注GP,部門コード,部門名,物流コード,店舗コード,平均売価,販売数,売上金額
家電２,253059,カプセル・ポッド,861,845,1101.0,2,2202.0
家電２,253059,カプセル・ポッド,861,846,1004.363636,260,228989.0
家電２,253059,カプセル・ポッド,861,879,1054.714285,32,34482.0
家電２,253060,ガステーブル２口,861,240,22778.181818,12,277344.0
家電２,253060,ガステーブル２口,861,253,17625.146341,41,732599.0
家電２,253060,ガステーブル２口,861,485,14720.0,1,14720.0
家電２,253060,ガステーブル２口,861,543,19605.642857,15,278723.0
家電２,253060,ガステーブル２口,861,738,23828.0,20,476560.0
家電２,253060,ガステーブル２口,861,756,17068.882352,42,676380.0
家電２,253060,ガステーブル２口,861,757,14936.0,1,14936.0
家電２,253060,ガステーブル２口,861,842,16589.277372,143,2304871.0
家電２,253060,ガステーブル２口,861,846,15298.973684,148,1995356.0
音響２,131099,その他楽器関連,861,842,2549.880952,39,94490.0
音響２,131099,その他楽器関連,861,845,4843.545454,22,99302.0
音響２,131099,その他楽器関連,861,846,5079.087378,186,958235.0
音響２,369950,ｉＰＯＤ,861,289,23544.0,1,23544.0
音響２,369950,ｉＰＯＤ,861,480,23544.0,1,23544.0
音響２,369950,ｉＰＯＤ,861,675,35424.0,30,1062720.0
音響２,369951,ｉＰＯＤ用ケース,861,094,1574.0,14,23776.0
音響２,369951,ｉＰＯＤ用ケース,861,259,1512.0,1,1512.0
音響２,369951,ｉＰＯＤ用ケース,861,543,1468.0,1,1468.0
音響２,369951,ｉＰＯＤ用ケース,861,736,1031.0,5,6466.0
音響２,369951,ｉＰＯＤ用ケース,861,737,1306.0,4,5224.0
音響２,369953,ｉＰＯＤ用保護フィルム・シール,861,094,1312.0,9,11808.0
音響２,369953,ｉＰＯＤ用保護フィルム・シール,861,543,882.0,2,1764.0
音響２,369953,ｉＰＯＤ用保護フィルム・シール,861,736,726.0,1,726.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,094,2431.18644,211,451477.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,522,2208.5,-2,-4417.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,598,2365.0,1,2365.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,634,972.0,1,972.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,754,2268.0,4,9072.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,772,2268.0,1,2268.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,842,2652.340277,926,1765508.0
音響２,369955,ｉＰＯＤ純正アクセサリー,861,879,2573.357142,38,97724.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,094,1379.235294,39,55322.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,259,1620.166666,6,9721.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,289,1147.666666,3,3443.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,736,947.75,25,20060.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,737,1922.0,24,32754.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,738,1166.0,1,1166.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,842,1690.244444,47,79235.0
音響２,369956,ｉＰＯＤその他アクセサリー,861,879,1521.222222,38,61543.0
家電１,231099,その他エアコン関連,861,259,6902.75,12,82833.0
家電１,231099,その他エアコン関連,861,480,9979.0,4,39916.0
家電１,231099,その他エアコン関連,861,543,8294.0,2,16588.0
家電１,231099,その他エアコン関連,861,736,9268.384615,14,121104.0
家電１,231099,その他エアコン関連,861,737,7756.421052,22,166131.0
家電１,231099,その他エアコン関連,861,738,7117.0,10,67260.0
家電１,231099,その他エアコン関連,861,845,7735.111111,10,81280.0
家電１,231099,その他エアコン関連,861,846,6765.333333,28,186516.0
家電１,232010,リビング扇,861,094,5400.554687,2231,7105334.0
家電１,232010,リビング扇,861,240,3909.418604,201,586995.0
家電１,232010,リビング扇,861,480,6403.268292,145,960178.0
家電１,232010,リビング扇,861,499,2894.0,2,5788.0
家電１,232010,リビング扇,861,511,2138.0,1,2138.0
家電１,232010,リビング扇,861,549,3385.5,3,9525.0
家電１,232010,リビング扇,861,569,6804.0,4,27216.0
家電１,232010,リビング扇,861,579,2754.0,2,5508.0
家電１,232010,リビング扇,861,580,2138.0,1,2138.0
家電１,232010,リビング扇,861,633,2462.0,1,2462.0
家電１,232010,リビング扇,861,736,5904.362962,858,3201941.0
家電１,232010,リビング扇,861,738,6260.735849,306,1095200.0
家電１,232010,リビング扇,861,757,2462.0,10,24620.0
家電１,232010,リビング扇,861,842,5591.037344,2514,7229299.0
家電１,232010,リビング扇,861,845,5919.444444,76,338967.0
家電１,232010,リビング扇,861,846,5070.601449,699,2241927.0
家電１,232010,リビング扇,861,879,4609.325,90,397894.0
家電１,232015,ＤＣ扇風機,861,253,16050.09756,47,744603.0
家電１,232015,ＤＣ扇風機,861,256,17307.526315,19,328843.0
家電１,232015,ＤＣ扇風機,861,259,16343.190476,19,314027.0
家電１,232015,ＤＣ扇風機,861,289,19252.882352,19,359936.0
家電１,232015,ＤＣ扇風機,861,293,24624.0,1,24624.0
家電１,232015,ＤＣ扇風機,861,480,16864.518987,100,1698561.0
家電１,232015,ＤＣ扇風機,861,637,15984.0,1,15984.0
家電１,232015,ＤＣ扇風機,861,737,21158.645569,118,2529114.0
家電１,232015,ＤＣ扇風機,861,754,25858.333333,3,77575.0
家電１,232015,ＤＣ扇風機,861,756,52941.333333,4,230644.0
家電１,232015,ＤＣ扇風機,861,772,43783.0,2,87566.0
家電１,232015,ＤＣ扇風機,861,808,43783.0,4,175132.0
家電１,232015,ＤＣ扇風機,861,845,23011.18421,41,871217.0
家電１,232015,ＤＣ扇風機,861,876,49777.0,4,167982.0
家電１,232020,除湿機,861,094,29443.039062,196,5290025.0
家電１,232020,除湿機,861,240,20259.789473,30,624033.0
家電１,232020,除湿機,861,480,24477.6875,153,3308970.0
家電１,232020,除湿機,861,485,34997.0,2,69994.0
家電１,232020,除湿機,861,543,23718.754716,177,3605774.0
家電１,232020,除湿機,861,736,25770.506849,188,4183002.0
家電１,232020,除湿機,861,738,24185.76923,144,3081907.0
家電１,232020,除湿機,861,842,26119.539062,212,4870624.0
家電１,232020,除湿機,861,846,25825.068493,148,3368876.0
家電１,232020,除湿機,861,879,34618.214285,18,588560.0
家電１,232030,フロア扇,861,289,6533.5,2,13067.0
家電１,232030,フロア扇,861,543,11496.4,19,163000.0
家電１,232030,フロア扇,861,736,9017.666666,4,34904.0
家電１,232030,フロア扇,861,737,8596.333333,4,36567.0
家電１,232030,フロア扇,861,754,14608.666666,8,105774.0
家電１,232030,フロア扇,861,842,8458.75,7,62638.0
家電１,232030,フロア扇,861,846,23716.642857,16,426263.0
家電１,232030,フロア扇,861,876,8067.0,1,8067.0
家電１,232030,フロア扇,861,879,11903.181818,14,158074.0
家電１,232035,タワー扇,861,480,11759.259259,37,395116.0
家電１,232035,タワー扇,861,543,9834.16,39,405905.0
家電１,232035,タワー扇,861,736,13839.378787,134,1750063.0
家電１,232035,タワー扇,861,737,10972.730769,84,973611.0
家電１,232035,タワー扇,861,738,14548.933333,108,1626324.0
家電１,232035,タワー扇,861,754,9908.5,3,33975.0
家電１,232035,タワー扇,861,772,20433.0,1,20433.0
家電１,232035,タワー扇,861,809,11269.5,3,29483.0
家電１,232035,タワー扇,861,842,12209.254237,179,2011351.0
家電１,232035,タワー扇,861,879,10049.25,6,59615.0
家電１,232040,卓上扇,861,094,2615.873239,222,521978.0
家電１,232040,卓上扇,861,268,5210.5,8,36619.0
家電１,232040,卓上扇,861,485,2235.083333,14,31356.0
家電１,232040,卓上扇,861,543,3708.411764,59,128980.0
家電１,232040,卓上扇,861,579,1252.0,4,5008.0
家電１,232040,卓上扇,861,736,2498.679245,101,218806.0
家電１,232040,卓上扇,861,737,2985.090909,89,264774.0
家電１,232040,卓上扇,861,738,2558.1875,47,79743.0
家電１,232040,卓上扇,861,754,2343.0,1,2343.0
家電１,232040,卓上扇,861,842,2435.655172,217,481806.0
家電１,232040,卓上扇,861,879,2815.0625,67,136367.0
家電１,232045,ボックス扇,861,240,3078.0,9,27702.0
家電１,232045,ボックス扇,861,253,5767.0,1,5767.0
家電１,232045,ボックス扇,861,485,4071.5,2,8143.0
家電１,232045,ボックス扇,861,738,3078.0,2,6156.0
家電１,232045,ボックス扇,861,842,4764.733333,17,80316.0
家電１,232045,ボックス扇,861,845,3078.0,2,6156.0
家電１,232045,ボックス扇,861,846,4907.333333,48,238690.0
家電１,232050,壁掛扇,861,094,6575.072727,80,462102.0
家電１,232050,壁掛扇,861,256,5542.5,5,28088.0
家電１,232050,壁掛扇,861,259,11998.6,5,59993.0
家電１,232050,壁掛扇,861,289,7064.285714,9,57290.0
家電１,232050,壁掛扇,861,480,5222.333333,26,125262.0
家電１,232050,壁掛扇,861,491,3369.0,2,6738.0
家電１,232050,壁掛扇,861,543,5223.533333,80,365474.0
家電１,232050,壁掛扇,861,736,5627.0,21,110472.0
家電１,232050,壁掛扇,861,737,6372.904761,112,596281.0
家電１,232050,壁掛扇,861,738,4611.166666,13,49283.0
家電１,232050,壁掛扇,861,754,7124.0,4,24741.0
家電１,232055,クリップ扇,861,094,2876.194444,70,205619.0
家電１,232055,クリップ扇,861,268,2440.0,1,2440.0
家電１,232055,クリップ扇,861,736,2956.307692,16,47438.0
家電１,232055,クリップ扇,861,737,3088.863636,32,99757.0
家電１,232055,クリップ扇,861,738,3199.0,14,46056.0
家電１,232055,クリップ扇,861,842,2788.934782,77,219633.0
家電１,232055,クリップ扇,861,879,2902.0,5,14772.0
家電１,232060,サーキュレーター,861,240,7007.136363,32,248759.0
家電１,232060,サーキュレーター,861,253,7898.928571,19,147594.0
家電１,232060,サーキュレーター,861,268,10378.333333,4,36502.0
家電１,232060,サーキュレーター,861,485,7283.2,3,16178.0
家電１,232060,サーキュレーター,861,533,5378.0,1,5378.0
家電１,232060,サーキュレーター,861,543,8545.567567,50,462875.0
家電１,232060,サーキュレーター,861,641,4298.0,7,30086.0
家電１,232060,サーキュレーター,861,736,7221.414285,103,782699.0
家電１,232060,サーキュレーター,861,738,8044.710526,155,1301878.0
家電１,232060,サーキュレーター,861,757,10227.0,4,40908.0
家電１,232060,サーキュレーター,861,842,6552.011976,262,1674765.0
家電１,232060,サーキュレーター,861,845,5991.2,13,76985.0
家電１,232060,サーキュレーター,861,846,5884.219512,46,290790.0
家電１,232060,サーキュレーター,861,879,6133.2,22,135001.0
家電１,232065,冷風機,861,094,32000.0,4,128000.0
家電１,232065,冷風機,861,259,32000.0,2,64000.0
家電１,232065,冷風機,861,480,32497.0,1,32497.0
家電１,232065,冷風機,861,543,32165.666666,6,192994.0
家電１,232065,冷風機,861,736,32000.0,10,320000.0
家電１,232065,冷風機,861,737,32165.666666,14,451976.0
家電１,232070,冷風扇,861,240,12639.214285,18,226237.0
家電１,232070,冷風扇,861,253,10535.0,1,10778.0
家電１,232070,冷風扇,861,268,10659.0,0,0.0
家電１,232070,冷風扇,861,289,11787.5,4,47150.0
家電１,232070,冷風扇,861,756,10178.5,7,73652.0
家電１,232070,冷風扇,861,806,9698.0,2,19396.0
家電１,232070,冷風扇,861,808,18478.0,2,36956.0
家電１,232070,冷風扇,861,845,13983.5,6,83901.0
家電１,232070,冷風扇,861,846,13542.578947,23,314600.0
家電１,232070,冷風扇,861,876,10659.0,1,10659.0
家電１,232080,ＤＣサーキュレーター,861,094,16164.089552,83,1326972.0
家電１,232080,ＤＣサーキュレーター,861,256,8953.0,1,8953.0
家電１,232080,ＤＣサーキュレーター,861,259,11340.0,3,34020.0
家電１,232080,ＤＣサーキュレーター,861,289,10195.0,4,40780.0
家電１,232080,ＤＣサーキュレーター,861,480,21804.75,4,87219.0
家電１,232080,ＤＣサーキュレーター,861,543,14564.75,8,116518.0
家電１,232080,ＤＣサーキュレーター,861,736,11705.833333,12,140470.0
家電１,232080,ＤＣサーキュレーター,861,737,19505.266666,19,332019.0
家電１,232080,ＤＣサーキュレーター,861,738,23566.222222,20,313186.0
家電１,232080,ＤＣサーキュレーター,861,879,9312.0,5,47778.0
家電１,232099,その他扇風機関連,861,094,2501.747368,156,351518.0
家電１,232099,その他扇風機関連,861,259,3996.931034,31,116623.0
家電１,232099,その他扇風機関連,861,289,1582.857142,10,16134.0
家電１,232099,その他扇風機関連,861,543,2195.666666,20,43106.0
家電１,232099,その他扇風機関連,861,736,1887.666666,138,256201.0
家電１,232099,その他扇風機関連,861,737,2174.013157,139,281245.0
家電１,232099,その他扇風機関連,861,738,2088.325581,85,175708.0
家電１,232099,その他扇風機関連,861,754,2138.0,3,6414.0
家電１,232099,その他扇風機関連,861,772,21384.0,1,21384.0
家電１,232099,その他扇風機関連,861,842,1943.512195,263,522661.0
家電１,232099,その他扇風機関連,861,879,1389.75,13,17223.0
家電１,233010,電気ファンヒーター,861,240,54326.76923,74,3970762.0
家電１,233010,電気ファンヒーター,861,253,63525.0,1,63525.0
家電１,233010,電気ファンヒーター,861,256,56991.0,2,113982.0
家電１,233010,電気ファンヒーター,861,259,63525.0,4,254100.0
家電１,233010,電気ファンヒーター,861,281,63525.0,1,63525.0
家電１,233010,電気ファンヒーター,861,289,63525.0,1,63525.0
家電１,233010,電気ファンヒーター,861,480,59169.0,3,177507.0
家電１,233010,電気ファンヒーター,861,485,50457.0,1,50457.0
家電１,233010,電気ファンヒーター,861,543,60258.0,4,241032.0
家電１,233010,電気ファンヒーター,861,756,58297.8,7,405471.0
家電２,253060,ガステーブル２口,861,879,14720.0,1,14720.0
家電２,253061,ガステーブル１口,861,253,4245.833333,6,25475.0
家電２,253061,ガステーブル１口,861,256,4722.666666,3,14168.0
家電２,253061,ガステーブル１口,861,259,3974.0,1,3974.0
家電２,253061,ガステーブル１口,861,480,3769.0,5,18845.0
家電２,253061,ガステーブル１口,861,737,3948.897959,64,252901.0
家電２,253061,ガステーブル１口,861,756,3769.0,5,18845.0
家電２,253063,カセットコンロ,861,094,3953.404411,211,827589.0
家電２,253063,カセットコンロ,861,256,4187.392857,39,161907.0
家電２,253063,カセットコンロ,861,259,4156.9,39,154443.0
家電２,253063,カセットコンロ,861,289,4013.333333,35,141820.0
家電２,253063,カセットコンロ,861,485,4171.279069,64,265816.0
家電２,253063,カセットコンロ,861,543,3934.213483,214,742440.0
家電２,253063,カセットコンロ,861,736,3973.351724,489,1879285.0
家電２,253063,カセットコンロ,861,737,4042.644927,482,1945875.0
家電２,253070,トースター,861,240,5072.226086,223,1026119.0
家電２,253070,トースター,861,253,4675.940298,71,331872.0
家電２,253070,トースター,861,485,4418.820512,109,453561.0
家電２,253070,トースター,861,582,3650.0,1,3650.0
家電２,253070,トースター,861,616,6814.0,1,6814.0
家電２,253070,トースター,861,673,29754.0,1,29754.0
家電２,253070,トースター,861,738,6318.523809,343,2099724.0
家電２,253070,トースター,861,756,2764.0,1,2764.0
家電２,253070,トースター,861,757,3866.0,1,3866.0
家電２,253070,トースター,861,842,6497.135294,544,3129873.0
家電２,253070,トースター,861,845,5800.92,217,953502.0
家電２,253070,トースター,861,846,4674.960912,472,2049843.0
家電２,253070,トースター,861,879,6491.705882,64,365073.0
家電２,253071,電気オーブン,861,094,10383.32,33,340862.0
家電２,253071,電気オーブン,861,240,10353.333333,22,210315.0
家電２,253071,電気オーブン,861,485,10513.5,2,21027.0
家電２,253071,電気オーブン,861,543,10609.538461,14,147352.0
家電２,253071,電気オーブン,861,736,10149.259259,39,401100.0
家電２,253071,電気オーブン,861,738,11051.666666,8,81430.0
家電２,253071,電気オーブン,861,842,10359.787878,36,376972.0
家電２,253071,電気オーブン,861,846,12080.864864,71,798578.0
家電２,253071,電気オーブン,861,879,10339.166666,19,196117.0
家電２,253072,ロースター,861,543,15012.285714,29,437310.0
家電２,253072,ロースター,861,736,14464.548387,35,531173.0
家電２,253072,ロースター,861,738,12937.5,42,517389.0
家電２,253072,ロースター,861,842,18091.142857,13,230856.0
家電２,253072,ロースター,861,845,12819.0,2,25638.0
家電２,253072,ロースター,861,846,16259.0,71,1203714.0
家電２,253072,ロースター,861,879,19078.0,3,59626.0
家電２,253073,ホットサンドメーカー,861,094,4354.5,12,52254.0
家電２,253073,ホットサンドメーカー,861,268,5054.0,1,5054.0
家電２,253073,ホットサンドメーカー,861,736,7683.551724,52,418553.0
家電２,253073,ホットサンドメーカー,861,737,4506.857142,31,138610.0
家電２,253073,ホットサンドメーカー,861,738,8139.166666,18,148730.0
家電２,253073,ホットサンドメーカー,861,842,5599.2,22,120104.0
家電２,253073,ホットサンドメーカー,861,879,3126.0,2,6252.0
家電２,253075,ホームベーカリー,861,240,7796.222222,12,75490.0
家電２,253075,ホームベーカリー,861,485,13519.75,9,114886.0
家電２,253075,ホームベーカリー,861,736,15196.54054,52,809541.0
家電２,253075,ホームベーカリー,861,738,10092.727272,11,111020.0
家電２,253075,ホームベーカリー,861,842,16189.564102,39,611629.0
家電２,253075,ホームベーカリー,861,845,9536.0,4,38144.0
家電２,253075,ホームベーカリー,861,846,17266.795918,165,3036740.0
家電２,253075,ホームベーカリー,861,879,13051.5,2,26103.0
家電２,253080,調理家電アクセサリ－,861,253,2404.671052,257,433616.0
家電２,253080,調理家電アクセサリ－,861,256,3331.578125,60,161704.0
家電２,253080,調理家電アクセサリ－,861,259,2613.412121,233,508334.0
家電２,253080,調理家電アクセサリ－,861,289,2506.0,14,34348.0
家電２,253080,調理家電アクセサリ－,861,293,1825.0,2,3650.0
家電１,233010,電気ファンヒーター,861,845,56977.60606,52,2852012.0
家電１,233010,電気ファンヒーター,861,846,59930.5,36,2171008.0
家電１,233014,あんか,861,736,1598.0,1,1598.0
家電１,233020,ミニカーペット,861,543,4071.0,1,4071.0
家電１,233040,こたつ８０ｃｍ未満,861,842,10238.0,1,10238.0
家電１,233040,こたつ８０ｃｍ未満,861,845,8197.0,1,8197.0
家電１,233052,超音波加湿器,861,094,2138.0,1,2138.0
家電１,233052,超音波加湿器,861,289,2138.0,1,2138.0
家電１,239710,エアコンフィルター,861,240,1650.756097,129,212139.0
家電１,239710,エアコンフィルター,861,253,1350.464285,47,60352.0
家電１,239710,エアコンフィルター,861,256,1640.9375,23,38574.0
家電１,239710,エアコンフィルター,861,259,1579.52,34,51051.0
家電１,239710,エアコンフィルター,861,289,1388.666666,4,5796.0
家電１,239710,エアコンフィルター,861,480,1818.125,8,14545.0
家電１,239710,エアコンフィルター,861,485,1560.0,3,4610.0
家電１,239710,エアコンフィルター,861,543,2084.0,3,5798.0
家電１,239710,エアコンフィルター,861,845,1774.283018,78,145543.0
家電１,239710,エアコンフィルター,861,846,1727.174825,282,469162.0
家電１,239720,除湿機フィルター,861,253,1774.666666,3,5324.0
家電１,239720,除湿機フィルター,861,256,2283.5,4,9134.0
家電１,239720,除湿機フィルター,861,259,2173.0,5,10625.0
家電１,239720,除湿機フィルター,861,737,2243.333333,10,22123.0
家電１,239720,除湿機フィルター,861,845,1522.0,3,4566.0
家電１,239730,加湿器フィルター,861,240,1709.777777,27,38500.0
家電１,239730,加湿器フィルター,861,253,2217.333333,10,21252.0
家電１,239730,加湿器フィルター,861,490,2710.0,2,5420.0
家電１,239730,加湿器フィルター,861,532,1944.0,1,1944.0
家電１,239730,加湿器フィルター,861,738,2101.2,6,11154.0
家電１,239730,加湿器フィルター,861,842,1972.576923,32,58309.0
家電１,239730,加湿器フィルター,861,845,2160.0,13,22030.0
家電１,239730,加湿器フィルター,861,846,2496.431372,94,177804.0
家電１,239730,加湿器フィルター,861,879,2490.4,12,24872.0
家電１,239810,純正エアコンフィルター,861,240,2556.737931,217,505481.0
家電１,239810,純正エアコンフィルター,861,480,3233.0,10,31954.0
家電１,239810,純正エアコンフィルター,861,543,2680.705882,35,93327.0
家電１,239810,純正エアコンフィルター,861,736,2095.189655,89,180976.0
家電１,239810,純正エアコンフィルター,861,738,1575.078947,64,104766.0
家電１,239810,純正エアコンフィルター,861,842,2035.701149,263,513089.0
家電１,239810,純正エアコンフィルター,861,845,1917.45,56,104486.0
家電１,239810,純正エアコンフィルター,861,846,2147.263829,409,838294.0
家電１,239810,純正エアコンフィルター,861,879,20055.0,1,20055.0
家電１,239820,純正除湿機フィルター,861,240,1239.4,8,9467.0
家電１,239820,純正除湿機フィルター,861,253,877.0,2,1754.0
家電１,239820,純正除湿機フィルター,861,738,1339.0,1,1339.0
家電１,239820,純正除湿機フィルター,861,842,1311.75,5,6564.0
家電１,239820,純正除湿機フィルター,861,845,1090.0,2,2180.0
家電１,239820,純正除湿機フィルター,861,846,1112.0,1,1112.0
家電１,239830,純正加湿器フィルター,861,094,1904.5,15,22835.0
家電１,239830,純正加湿器フィルター,861,240,2275.5,8,19694.0
家電１,239830,純正加湿器フィルター,861,736,2189.0,3,6567.0
家電１,239830,純正加湿器フィルター,861,738,1393.0,1,1393.0
家電１,239830,純正加湿器フィルター,861,842,3564.875,9,30689.0
家電１,239830,純正加湿器フィルター,861,846,2528.545454,18,45868.0
家電１,239910,エアコンアクセサリー,861,240,4566.006756,252,1311413.0
家電１,239910,エアコンアクセサリー,861,480,5724.90909,13,56020.0
家電１,239910,エアコンアクセサリー,861,736,4052.487012,225,843931.0
家電１,239910,エアコンアクセサリー,861,738,5868.871794,252,1793592.0
家電１,239910,エアコンアクセサリー,861,842,2333.217008,531,1114099.0
家電１,239910,エアコンアクセサリー,861,845,5329.680555,142,807710.0
家電１,239910,エアコンアクセサリー,861,846,3796.690721,794,2804508.0
家電１,239910,エアコンアクセサリー,861,879,3340.75,56,163896.0
家電１,239920,扇風機アクセサリー,861,253,1619.5,5,8400.0
家電２,253080,調理家電アクセサリ－,861,480,1255.90909,24,29088.0
家電２,253080,調理家電アクセサリ－,861,543,1642.6,17,25191.0
家電２,253080,調理家電アクセサリ－,861,579,321.0,1,321.0
家電２,253080,調理家電アクセサリ－,861,737,2370.378881,1039,1922260.0
家電２,253080,調理家電アクセサリ－,861,754,6307.0,4,25228.0
家電２,253080,調理家電アクセサリ－,861,756,10692.0,2,21384.0
家電２,253080,調理家電アクセサリ－,861,758,1414.0,1,1414.0
家電２,253080,調理家電アクセサリ－,861,772,1512.5,4,3395.0
家電２,253080,調理家電アクセサリ－,861,855,5400.0,1,5400.0
家電２,253080,調理家電アクセサリ－,861,876,1274.0,1,1274.0
家電２,253081,純正調理家電アクセサリー,861,094,1284.352941,111,143848.0
家電２,253081,純正調理家電アクセサリー,861,256,752.333333,17,9460.0
家電２,253081,純正調理家電アクセサリー,861,259,1770.214285,30,54706.0
家電２,253081,純正調理家電アクセサリー,861,289,2570.0,2,5140.0
家電２,253081,純正調理家電アクセサリー,861,480,1893.333333,3,5680.0
家電２,253081,純正調理家電アクセサリー,861,736,1969.261538,87,148982.0
家電２,253081,純正調理家電アクセサリー,861,737,1760.439024,56,85158.0
家電２,253083,レンジ関連アクセサリー,861,253,2748.857142,9,25980.0
家電２,253083,レンジ関連アクセサリー,861,256,3776.0,3,11328.0
家電２,253083,レンジ関連アクセサリー,861,259,3286.666666,5,16351.0
家電２,253083,レンジ関連アクセサリー,861,289,2246.0,1,2246.0
家電２,253083,レンジ関連アクセサリー,861,737,2271.8,5,11359.0
家電２,253083,レンジ関連アクセサリー,861,845,1573.0,4,5573.0
家電２,253084,炊飯器関連アクセサリー,861,094,715.117647,18,13118.0
家電２,253084,炊飯器関連アクセサリー,861,736,1424.0,4,7534.0
家電２,253084,炊飯器関連アクセサリー,861,737,2343.0,1,2343.0
家電２,253084,炊飯器関連アクセサリー,861,842,509.555555,9,4586.0
家電２,253085,調理消耗品,861,094,1195.90625,124,140660.0
家電２,253085,調理消耗品,861,240,1536.142857,19,26990.0
家電２,253085,調理消耗品,861,485,1497.333333,5,7040.0
家電２,253085,調理消耗品,861,543,970.833333,7,7034.0
家電２,253085,調理消耗品,861,736,1229.264705,283,344006.0
家電２,253085,調理消耗品,861,738,1079.058823,49,51542.0
家電２,253085,調理消耗品,861,842,1165.536231,122,122088.0
家電２,253085,調理消耗品,861,845,1356.666666,16,20425.0
家電２,253085,調理消耗品,861,846,1341.038461,141,181323.0
家電２,253085,調理消耗品,861,879,1274.0,5,6370.0
家電２,253086,ガス関連アクセサリー,861,253,1325.607476,290,242245.0
家電２,253086,ガス関連アクセサリー,861,256,1373.465116,275,154627.0
家電２,253086,ガス関連アクセサリー,861,259,959.939393,165,81337.0
家電２,253086,ガス関連アクセサリー,861,289,873.666666,16,8668.0
家電２,253086,ガス関連アクセサリー,861,480,596.214285,145,55160.0
家電２,253086,ガス関連アクセサリー,861,543,658.774193,198,84399.0
家電２,253086,ガス関連アクセサリー,861,737,1075.37931,1377,642844.0
家電２,253086,ガス関連アクセサリー,861,754,1522.0,16,24352.0
家電２,253086,ガス関連アクセサリー,861,756,450.166666,221,83787.0
家電２,253086,ガス関連アクセサリー,861,845,1347.16,112,65583.0
家電２,253086,ガス関連アクセサリー,861,876,1008.0,1,1008.0
家電２,253087,ＩＨ関連アクセサリー,861,094,2997.421052,26,76431.0
家電２,253087,ＩＨ関連アクセサリー,861,240,2952.772727,28,75531.0
家電２,253087,ＩＨ関連アクセサリー,861,480,2030.0,2,4060.0
家電２,253087,ＩＨ関連アクセサリー,861,736,2925.833333,35,95802.0
家電２,253087,ＩＨ関連アクセサリー,861,738,2321.75,17,39956.0
家電２,253087,ＩＨ関連アクセサリー,861,842,2274.464285,27,60840.0
家電２,253087,ＩＨ関連アクセサリー,861,846,3543.230769,47,163195.0
家電２,253088,鍋・フライパン,861,094,7848.138461,205,1596219.0
家電２,253088,鍋・フライパン,861,240,9113.467741,106,1077804.0
家電２,253088,鍋・フライパン,861,485,7306.571428,21,153438.0
家電２,253088,鍋・フライパン,861,543,8085.923076,11,75309.0
家電２,253088,鍋・フライパン,861,736,11419.603448,303,3565555.0
家電２,253088,鍋・フライパン,861,738,6687.863636,56,521189.0
家電２,253088,鍋・フライパン,861,842,8065.336842,298,2545044.0
家電１,239920,扇風機アクセサリー,861,256,1518.666666,3,4556.0
家電１,239920,扇風機アクセサリー,861,480,1922.0,1,1922.0
家電１,239920,扇風機アクセサリー,861,543,1763.666666,2,3369.0
家電１,239920,扇風機アクセサリー,861,845,1317.0,8,10536.0
家電１,239920,扇風機アクセサリー,861,846,1610.25,45,73872.0
家電１,239930,暖房関連アクセサリー,861,094,576.142857,33,17698.0
家電１,239930,暖房関連アクセサリー,861,256,1058.0,2,2116.0
家電１,239930,暖房関連アクセサリー,861,259,3229.0,1,3229.0
家電１,239930,暖房関連アクセサリー,861,737,999.2,12,8817.0
家電１,239940,こたつアクセサリー,861,094,4011.142857,6,26912.0
家電１,239940,こたつアクセサリー,861,737,626.0,2,1252.0
家電１,239940,こたつアクセサリー,861,842,842.0,8,5656.0
家電１,239940,こたつアクセサリー,861,845,11664.0,-1,-11664.0
家電１,239940,こたつアクセサリー,861,846,3547.5,5,25854.0
家電１,239980,その他季節家電アクセサリー,861,253,2478.0,11,21937.0
家電１,239980,その他季節家電アクセサリー,861,256,3628.0,1,3628.0
家電１,239980,その他季節家電アクセサリー,861,259,3628.0,7,25396.0
家電１,239980,その他季節家電アクセサリー,861,480,3628.0,1,3628.0
家電１,239980,その他季節家電アクセサリー,861,737,3138.222222,36,103030.0
家電１,239980,その他季節家電アクセサリー,861,756,3628.0,1,3628.0
家電１,239980,その他季節家電アクセサリー,861,845,3451.666666,7,24338.0
家電１,239981,純正季節家電アクセサリー,861,253,2605.689655,41,100155.0
家電１,239981,純正季節家電アクセサリー,861,485,4611.0,1,4611.0
家電１,239981,純正季節家電アクセサリー,861,543,2075.4,25,43794.0
家電１,239981,純正季節家電アクセサリー,861,556,6480.0,1,6480.0
家電１,239981,純正季節家電アクセサリー,861,736,3233.611111,73,196122.0
